xid,name,dist,rate,osm,wikidata,kinds,point,query_area
W59595670,Cemal Resit Rey Concert Hall,1336.58168553,3,way/59595670,Q5058633,"theatres_and_entertainments,concert_halls,cultural,interesting_places,music_venues","{'lon': 28.99015998840332, 'lat': 41.04821014404297}",Dolmabahce
W329233993,Church of St. Mary of Blachernae,1342.01534844,3,way/329233993,Q1069807,"religion,churches,interesting_places,eastern_orthodox_churches","{'lon': 28.94247817993164, 'lat': 41.038448333740234}",Eyup / Pierre Loti
W238027309,Çinili Mosque,1350.06344586,3,way/238027309,Q18515442,"religion,mosques,interesting_places","{'lon': 29.029155731201172, 'lat': 41.01979446411133}",Uskudar Waterfront
W32394781,Istanbul City Wall,1368.81602765,3,way/32394781,Q89917,"fortifications,defensive_walls,historic,interesting_places","{'lon': 28.939353942871094, 'lat': 41.03675079345703}",Eyup / Pierre Loti
W235463557,Zühtü Pacha mosque,1378.54466524,3,way/235463557,Q6019534,"religion,mosques,interesting_places","{'lon': 29.0400390625, 'lat': 40.98413848876953}",Kadikoy Historic Center
N6224223202,Saint Esprit Katedrali,1389.08692304,3,node/6224223202,Q79154,"religion,cathedrals,churches,interesting_places,catholic_churches","{'lon': 28.9858455657959, 'lat': 41.044673919677734}",Dolmabahce
Q20471350,Surp Yerrortutyun Armenian Church,46.81948827,2,,Q20471350,"religion,churches,interesting_places,other_churches","{'lon': 28.97757911682129, 'lat': 41.034244537353516}",Istiklal / Pera
Q85813863,Tomb of Suleiman the Magnificent,79.84021266,2,,Q85813863,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments","{'lon': 28.96446990966797, 'lat': 41.015689849853516}",Suleymaniye
W111002511,Tomb of Hürrem Sultan,90.53367792,2,way/111002511,Q85817411,"cemeteries,historic,monuments_and_memorials,burial_places,interesting_places,monuments","{'lon': 28.96457862854004, 'lat': 41.0156364440918}",Suleymaniye
Q1152384,Palace of Daphne,94.70736182,2,,Q1152384,"palaces,architecture,historic_architecture,interesting_places","{'lon': 28.97599983215332, 'lat': 41.00600051879883}",Sultanahmet Core
N6939603515,Mirar Sinan,95.13351206,2,node/6939603515,Q85817770,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,restaurants,foods,monuments,tourist_facilities","{'lon': 28.96277618408203, 'lat': 41.01583480834961}",Suleymaniye
N5665713222,Atlas,111.56845856,2,node/5665713222,Q6065720,"cultural,cinemas,theatres_and_entertainments,interesting_places","{'lon': 28.97917366027832, 'lat': 41.034183502197266}",Istiklal / Pera
W329089871,Aziz Mahmud Hudayi Vakfi Gazanfer Ağa Medresesi Egitim ve Kultur Merkezi,115.46007627,2,way/329089871,Q31189333,"cultural,museums,interesting_places,other_museums","{'lon': 28.95543670654297, 'lat': 41.01634216308594}",Fatih / Valens Aqueduct
W308598205,Tomb of Mimar Sinan,117.23723808,2,way/308598205,Q85817770,"cemeteries,historic,monuments_and_memorials,burial_places,interesting_places,monuments","{'lon': 28.963930130004883, 'lat': 41.017250061035156}",Suleymaniye
N6432240559,Ortaoyuncular Tiyatrosu,118.45041591,2,node/6432240559,Q6028362,"cultural,theatres_and_entertainments,interesting_places,other_theatres","{'lon': 28.979145050048828, 'lat': 41.034400939941406}",Istiklal / Pera
Q106035131,Hüseyin Ağa Çeşmesi,118.74609798,2,,Q106035131,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.02583885192871, 'lat': 40.989891052246094}",Kadikoy Historic Center
Q6035037,Ses Theater,128.03512319,2,,Q6035037,"theatres_and_entertainments,cultural,interesting_places,other_theatres","{'lon': 28.97919273376465, 'lat': 41.034507751464844}",Istiklal / Pera
N1620494633,Tomb of Hatice Turhan Sultan,147.14833408,2,node/1620494633,Q66537010,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments","{'lon': 28.971904754638672, 'lat': 41.01620101928711}",Eminonu / Spice Bazaar
W335364925,Imperial Gate,148.51558916,2,way/335364925,Q6090328,"fortifications,defensive_walls,historic,interesting_places","{'lon': 28.98147201538086, 'lat': 41.008609771728516}",Hagia Sophia / Basilica Cistern
Q20855697,Women's Museum Istanbul,163.13007034,2,,Q20855697,"museums,cultural,interesting_places,other_museums","{'lon': 28.981369018554688, 'lat': 41.01163864135742}",Topkapi Palace
Q48969579,"Melkite Greek Catholic Cathedral, Istanbul",185.62903722,2,,Q48969579,"religion,churches,interesting_places,other_churches","{'lon': 28.976119995117188, 'lat': 41.034889221191406}",Istiklal / Pera
Q1335287,Emek Sineması,188.19122084,2,,Q1335287,"cinemas,cultural,theatres_and_entertainments,interesting_places","{'lon': 28.97969627380371, 'lat': 41.034908294677734}",Istiklal / Pera
Q25474044,Surp Asdvadzadzin Ermeni Katolik Kilisesi,200.69069386,2,,Q25474044,"religion,churches,interesting_places,other_churches","{'lon': 28.97944450378418, 'lat': 41.0352783203125}",Istiklal / Pera
Q6019728,Surp Hovhan Vosgeperan Kilisesi,200.69600585,2,,Q6019728,"religion,churches,interesting_places,other_churches","{'lon': 28.97944450378418, 'lat': 41.0352783203125}",Istiklal / Pera
W260976707,Türkiye İş Bankası Museum,206.91890418,2,way/260976707,Q6053818,"cultural,museums,interesting_places,other_museums","{'lon': 28.97260093688965, 'lat': 41.01609420776367}",Eminonu / Spice Bazaar
Q31188024,Panayia İsodion Church,213.85909942,2,,Q31188024,"religion,churches,interesting_places,other_churches","{'lon': 28.975833892822266, 'lat': 41.03277587890625}",Istiklal / Pera
Q20470923,Tatavla Aya Dimitri Church,216.70381027,2,,Q20470923,"religion,churches,interesting_places,other_churches","{'lon': 28.981111526489258, 'lat': 41.00972366333008}",Hagia Sophia / Basilica Cistern
N5111212295,Türkiye İş Bankası Museum,228.5408834,2,node/5111212295,Q6053818,"cultural,museums,interesting_places,other_museums,banks,bank,tourist_facilities","{'lon': 28.971118927001953, 'lat': 41.014564514160156}",Eminonu / Spice Bazaar
N5110345265,Türkiye İş Bankası Museum,235.17069907,2,node/5110345265,Q6053818,"cultural,museums,interesting_places,other_museums,banks,bank,tourist_facilities","{'lon': 28.97268295288086, 'lat': 41.015525817871094}",Eminonu / Spice Bazaar
Q6024151,Caferağa Mosque,236.34390278,2,,Q6024151,"religion,mosques,interesting_places","{'lon': 29.024396896362305, 'lat': 40.98933410644531}",Kadikoy Historic Center
W112659195,Tahtakale Hamam,237.72782077,2,way/112659195,Q100320010,"architecture,historic_architecture,interesting_places,other_buildings_and_structures","{'lon': 28.96790885925293, 'lat': 41.01775360107422}",Eminonu / Spice Bazaar
W103339340,Museum Of Ancient Orient,238.76065077,2,way/103339340,Q99397898,"cultural,museums,interesting_places,other_museums","{'lon': 28.9804630279541, 'lat': 41.01144790649414}",Topkapi Palace
Q1366011,Chaldean Catholic Archeparchy of Diyarbakir,246.63447304,2,,Q1366011,"religion,other_temples,interesting_places","{'lon': 28.96666717529297, 'lat': 41.016666412353516}",Suleymaniye
N5110344551,Kepenekci sinan camii,250.99613771,2,node/5110344551,Q106223671,"religion,other_temples,interesting_places","{'lon': 28.965862274169922, 'lat': 41.0178337097168}",Suleymaniye
W330348666,Category:Kepenekçi Sinan Madrasa,254.4025761,2,way/330348666,Q106223671,"religion,other_temples,interesting_places","{'lon': 28.965896606445312, 'lat': 41.017852783203125}",Suleymaniye
Q1775931,Kloster Sanctus Angelus in Rufiniano,255.62628159,2,,Q1775931,"religion,monasteries,interesting_places","{'lon': 29.02777862548828, 'lat': 40.988887786865234}",Kadikoy Historic Center
W165718178,Galata Dervish House Museum,264.00056931,2,way/165718178,Q6090478,"religion,other_temples,cultural,museums,interesting_places,other_museums","{'lon': 28.975114822387695, 'lat': 41.02801513671875}",Galata Tower
Q1997570,Palace of Antiochos,264.1695703,2,,Q1997570,"palaces,architecture,historic_architecture,interesting_places","{'lon': 28.975099563598633, 'lat': 41.00740051269531}",Sultanahmet Core
N4481947389,Galata Mevlevi House Museum,276.79297521,2,node/4481947389,Q6090478,"religion,other_temples,cultural,museums,interesting_places,other_museums","{'lon': 28.97443962097168, 'lat': 41.02819061279297}",Galata Tower
Q1997580,Palace of Lausus,291.39254378,2,,Q1997580,"palaces,architecture,historic_architecture,interesting_places","{'lon': 28.975400924682617, 'lat': 41.0078010559082}",Sultanahmet Core
N4945509321,Vefa,292.22910996,2,node/4945509321,Q331206,"fortifications,historic,interesting_places,castles","{'lon': 28.959970474243164, 'lat': 41.01688766479492}",Fatih / Valens Aqueduct
N278713308,Holy Trinity,311.10363978,2,node/278713308,Q25474174,"religion,churches,interesting_places,catholic_churches","{'lon': 28.975557327270508, 'lat': 41.03173065185547}",Istiklal / Pera
Q6088683,Istanbul Zoology Museum,318.78903543,2,,Q6088683,"museums,cultural,science_museums,interesting_places","{'lon': 28.963611602783203, 'lat': 41.01333236694336}",Suleymaniye
Q620190,Apostolic Exarchate of Istanbul,334.85741244,2,,Q620190,"religion,other_temples,interesting_places","{'lon': 28.977500915527344, 'lat': 41.03689956665039}",Istiklal / Pera
Q3360967,palais de France,345.30378881,2,,Q3360967,"palaces,architecture,historic_architecture,interesting_places","{'lon': 28.977222442626953, 'lat': 41.03083419799805}",Istiklal / Pera
Q3582353,église Saint-Louis-des-Français d'Istanbul,354.39100947,2,,Q3582353,"religion,churches,interesting_places,other_churches","{'lon': 28.976900100708008, 'lat': 41.030799865722656}",Istiklal / Pera
Q65059780,Battle of Constantinople,354.51758639,2,,Q65059780,"battlefields,historic,historical_places,interesting_places","{'lon': 28.955554962158203, 'lat': 41.01388931274414}",Fatih / Valens Aqueduct
Q6024672,Karikatür ve Mizah Müzesi,358.22942489,2,,Q6024672,"museums,cultural,interesting_places,other_museums","{'lon': 28.973779678344727, 'lat': 41.0330810546875}",Istiklal / Pera
Q20474293,Ortaköy Surp Asdvadzadzin Kilisesi,373.01882501,2,,Q20474293,"religion,churches,interesting_places,other_churches","{'lon': 29.02303123474121, 'lat': 41.04979705810547}",Ortakoy
W167640480,Aya Nikola Kilisesi,373.18513,2,way/167640480,Q25477759,"religion,churches,interesting_places,other_churches","{'lon': 28.97852325439453, 'lat': 41.02445602416992}",Galata Tower
Q56221678,T3 (İstanbul Tram),377.95573714,2,,Q56221678,"museums,cultural,interesting_places,heritage_railways,museums_of_science_and_technology,railway_museums,open_air_museums","{'lon': 29.022003173828125, 'lat': 40.98991012573242}",Kadikoy Historic Center
W165484023,Kemankeş Karamustafa Paşa Camii,380.36292314,2,way/165484023,Q25472937,"religion,other_temples,interesting_places","{'lon': 28.97670555114746, 'lat': 41.02275466918945}",Galata Tower
Q8082488,Şeref Stadium,384.48914844,2,,Q8082488,"sport,architecture,historic_architecture,interesting_places,destroyed_objects,stadiums","{'lon': 29.017047882080078, 'lat': 41.044166564941406}",Yildiz Palace
N7112399780,Tarlabasi,389.68987829,2,node/7112399780,Q20471688,"religion,churches,interesting_places,other_churches","{'lon': 28.98073959350586, 'lat': 41.03667449951172}",Istiklal / Pera
N6560073264,Rexx Cinema,393.87776228,2,node/6560073264,Q36174965,"cultural,cinemas,theatres_and_entertainments,interesting_places","{'lon': 29.026870727539062, 'lat': 40.98738098144531}",Kadikoy Historic Center
Q64517880,Ali Pertek Mosque,408.71564679,2,,Q64517880,"religion,mosques,interesting_places","{'lon': 29.056739807128906, 'lat': 41.08858108520508}",Rumeli Hisari
Q1389334,Schiffbrücke über den Bosporus,415.91024682,2,,Q1389334,"architecture,bridges,interesting_places,moveable_bridges","{'lon': 29.060684204101562, 'lat': 41.087223052978516}",Rumeli Hisari
N5110347247,Türkiye İş Bankası Museum,418.23968988,2,node/5110347247,Q6053818,"cultural,museums,interesting_places,other_museums,banks,bank,tourist_facilities","{'lon': 28.974842071533203, 'lat': 41.01515197753906}",Eminonu / Spice Bazaar
W46332545,Alman Protestan Kilisesi,421.80644011,2,way/46332545,Q65741537,"religion,churches,interesting_places,other_churches","{'lon': 28.97385025024414, 'lat': 41.03614044189453}",Istiklal / Pera
Q18979885,Badawi Tekke of Beylerbeyi,423.95557917,2,,Q18979885,"religion,other_temples,interesting_places","{'lon': 29.045475006103516, 'lat': 41.041378021240234}",Beylerbeyi Palace
Q20474865,Divanyolu Çeşmesi,444.59413268,2,,Q20474865,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 28.973268508911133, 'lat': 41.00837707519531}",Sultanahmet Core
Q4400516,Русская посольская церковь (Константинополь),451.29975201,2,,Q4400516,"religion,churches,interesting_places,other_churches","{'lon': 28.976205825805664, 'lat': 41.03004455566406}",Istiklal / Pera
W309036497,Rum Ortodoks Aya Konstantin Kilisesi,465.90047775,2,way/309036497,Q21524121,"religion,churches,interesting_places,other_churches","{'lon': 28.977092742919922, 'lat': 41.03805160522461}",Istiklal / Pera
Q6056837,Müderris Abdülbaki Efendi Camii,468.74416103,2,,Q6056837,"religion,mosques,interesting_places","{'lon': 29.020336151123047, 'lat': 41.02743911743164}",Uskudar Waterfront
W884165212,Perili Köşk,474.42222702,2,way/884165212,Q12811372,"other,unclassified_objects,interesting_places,tourist_object","{'lon': 29.056659698486328, 'lat': 41.08917236328125}",Rumeli Hisari
W315742598,Dragoman Yunus Beg Mosque,480.97574189,2,way/315742598,Q6042026,"religion,mosques,interesting_places","{'lon': 28.9440860748291, 'lat': 41.028873443603516}",Balat / Fener
W175520628,Ahrida Synagogue,500.86057773,2,way/175520628,Q3393562,"religion,synagogues,interesting_places","{'lon': 28.945518493652344, 'lat': 41.03291320800781}",Balat / Fener
Q29877998,Hayal Kahvesi,504.1293983,2,,Q29877998,"concert_halls,cultural,theatres_and_entertainments,interesting_places","{'lon': 28.983484268188477, 'lat': 41.03554916381836}",Istiklal / Pera
N6525497699,Oyun Atölyesi,506.8820494,2,node/6525497699,Q6050267,"cultural,theatres_and_entertainments,interesting_places,other_theatres","{'lon': 29.0257625579834, 'lat': 40.98635482788086}",Kadikoy Historic Center
N8225587082,Feshane,520.10004876,2,node/8225587082,Q6059242,"architecture,historic_architecture,interesting_places,other_buildings_and_structures","{'lon': 28.937965393066406, 'lat': 41.0455436706543}",Eyup / Pierre Loti
Q6052827,Sultan III. Mustafa Fountain,530.2011187,2,,Q6052827,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.009090423583984, 'lat': 41.02462387084961}",Uskudar Waterfront
W235253300,Hagia Triada Greek Orthodox Church,532.68853062,2,way/235253300,,"religion,other_temples,gardens_and_parks,cultural,urban_environment,interesting_places","{'lon': 29.027517318725586, 'lat': 40.9861946105957}",Kadikoy Historic Center
Q25474126,Ortaköy Surp Krikor Lusavoriç Kilisesi,555.44034549,2,,Q25474126,"religion,churches,interesting_places,other_churches","{'lon': 29.024194717407227, 'lat': 41.0521125793457}",Ortakoy
Q11908797,batalla del Bòsfor,567.60433361,2,,Q11908797,"battlefields,historic,historical_places,interesting_places","{'lon': 28.976943969726562, 'lat': 41.016666412353516}",Eminonu / Spice Bazaar
Q1400402,Reconquest of Constantinople,567.60433361,2,,Q1400402,"battlefields,historic,historical_places,interesting_places","{'lon': 28.976943969726562, 'lat': 41.016666412353516}",Eminonu / Spice Bazaar
Q20471356,Surp Yeyğa Kilisesi,569.87327725,2,,Q20471356,"religion,churches,interesting_places,other_churches","{'lon': 28.93124008178711, 'lat': 41.04298782348633}",Eyup / Pierre Loti
Q85817590,Tomb of Mehmed the Conqueror,578.46570607,2,,Q85817590,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments","{'lon': 28.950305938720703, 'lat': 41.01926040649414}",Fatih / Valens Aqueduct
Q106151902,Ladikli Ahmed Ağa Çeşmesi,582.30106093,2,,Q106151902,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.023975372314453, 'lat': 40.9958381652832}",Kadikoy Historic Center
W175517661,Mahmut Pasha Hamam,597.10811889,2,way/175517661,Q101049516,"religion,other_temples,interesting_places","{'lon': 28.971376419067383, 'lat': 41.01119613647461}",Eminonu / Spice Bazaar
W240079129,Feshane,597.55371495,2,way/240079129,Q6059242,"architecture,historic_architecture,interesting_places,amusements,amusement_parks,other_buildings_and_structures","{'lon': 28.937536239624023, 'lat': 41.0440559387207}",Eyup / Pierre Loti
Q6060754,Naile Sultan Grove,601.94085227,2,,Q6060754,"interesting_places,natural,nature_reserves,other_nature_conservation_areas","{'lon': 29.029701232910156, 'lat': 41.05194091796875}",Ortakoy
W237058776,Söğütlüçeşme Mosque,610.64639885,2,way/237058776,Q105671926,"religion,other_temples,interesting_places,baths_and_saunas,saunas,amusements","{'lon': 29.03331756591797, 'lat': 40.9922981262207}",Kadikoy Historic Center
N3254396169,Yıldız Porcelain Factory,613.53309814,2,node/3254396169,Q6082521,"cultural,museums,interesting_places,other_museums","{'lon': 29.01881980895996, 'lat': 41.04828643798828}",Ortakoy
W24805102,Abbasağa park,614.61583199,2,way/24805102,Q38186707,"urban_environment,gardens_and_parks,cultural,interesting_places","{'lon': 29.006166458129883, 'lat': 41.04656219482422}",Yildiz Palace
Q3485862,Siege of Constantinople,618.05045638,2,,Q3485862,"battlefields,historic,historical_places,interesting_places","{'lon': 28.97601890563965, 'lat': 41.01224136352539}",Topkapi Palace
Q2527826,Battle of Pegae,618.05045638,2,,Q2527826,"battlefields,historic,historical_places,interesting_places","{'lon': 28.97601890563965, 'lat': 41.01224136352539}",Topkapi Palace
Q105814877,Horhor Çeşmesi (Kırma Tulumba Sokağı),625.31732766,2,,Q105814877,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 28.951019287109375, 'lat': 41.0131950378418}",Fatih / Valens Aqueduct
Q3181408,Siege of Constantinople,680.67586898,2,,Q3181408,"battlefields,historic,historical_places,interesting_places","{'lon': 28.97601890563965, 'lat': 41.01224136352539}",Eminonu / Spice Bazaar
Q65051536,Pyrrhias Cyon,713.71228073,2,,Q65051536,"settlements,historic,archaeology,interesting_places","{'lon': 29.04944610595703, 'lat': 41.08811569213867}",Rumeli Hisari
Q106090154,Hasan Rıza Paşa Çeşmesi,724.07361674,2,,Q106090154,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.02216339111328, 'lat': 40.98518371582031}",Kadikoy Historic Center
Q6045782,"İskender Pasha Mosque, Fatih",725.9863164,2,,Q6045782,"religion,mosques,interesting_places","{'lon': 28.947879791259766, 'lat': 41.01667022705078}",Fatih / Valens Aqueduct
Q30682582,Piyer Loti Museum,726.23065996,2,,Q30682582,"museums,cultural,interesting_places,other_museums","{'lon': 28.934165954589844, 'lat': 41.054443359375}",Eyup / Pierre Loti
Q31188778,Ayvansaray Panayia Balino Church,793.19539096,2,,Q31188778,"religion,churches,interesting_places,other_churches","{'lon': 28.944805145263672, 'lat': 41.035804748535156}",Balat / Fener
N5862307939,Bülbülderesi Mezarlığı,799.69665462,2,node/5862307939,Q6028021,"cemeteries,historic,burial_places,interesting_places","{'lon': 29.02469825744629, 'lat': 41.0261344909668}",Uskudar Waterfront
Q20471148,Kadıköy Süryani Kilisesi,806.02126033,2,,Q20471148,"religion,churches,interesting_places,other_churches","{'lon': 29.02553939819336, 'lat': 40.983665466308594}",Kadikoy Historic Center
Q31188713,Panayia Hançeriotissa Kilisesi,825.28601373,2,,Q31188713,"religion,churches,interesting_places,other_churches","{'lon': 28.940889358520508, 'lat': 41.0329704284668}",Balat / Fener
W523879940,Ahmediye Cami,854.98235509,2,way/523879940,Q6056835,"religion,mosques,interesting_places","{'lon': 28.946699142456055, 'lat': 41.01496124267578}",Fatih / Valens Aqueduct
W444944499,Abdurrahman Ağa Mosque,878.70432599,2,way/444944499,Q6054560,"religion,mosques,interesting_places","{'lon': 29.0223331451416, 'lat': 41.03158187866211}",Uskudar Waterfront
N5081442512,Rezan Has Museum,883.34923769,2,node/5081442512,Q7319839,"cultural,museums,interesting_places,other_museums","{'lon': 28.958433151245117, 'lat': 41.0252799987793}",Balat / Fener
Q20401780,متحف تشورا,899.54185679,2,,Q20401780,"museums,cultural,interesting_places,other_museums","{'lon': 28.939167022705078, 'lat': 41.03111267089844}",Balat / Fener
Q3397455,Handan Agha Mosque,953.06091594,2,,Q3397455,"religion,mosques,interesting_places","{'lon': 28.951101303100586, 'lat': 41.03821563720703}",Balat / Fener
Q6102514,Fenerbahçe Museum,988.90934118,2,,Q6102514,"museums,cultural,interesting_places,other_museums","{'lon': 29.037443161010742, 'lat': 40.98807144165039}",Kadikoy Historic Center
Q105982169,Yoğurtçu Çeşmesi,998.21962651,2,,Q105982169,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.033245086669922, 'lat': 40.983612060546875}",Kadikoy Historic Center
W309052088,Mesih Mehmed Pasha Mosque,1009.79174866,2,way/309052088,Q56907,"religion,mosques,interesting_places","{'lon': 28.943557739257812, 'lat': 41.021888732910156}",Balat / Fener
N4520210689,Tabaklar Camii,1018.2031012,2,node/4520210689,Q6055439,"religion,mosques,interesting_places","{'lon': 29.02060890197754, 'lat': 41.01759719848633}",Uskudar Waterfront
W338274455,Bahariye Mevlevihanesi,1080.98005725,2,way/338274455,Q4900443,"other,unclassified_objects,interesting_places,historic_object","{'lon': 28.940004348754883, 'lat': 41.05601119995117}",Eyup / Pierre Loti
W676830364,"Haidar Pasha Cemetery, Commonwealth War Graves Commission Plot",1084.03976569,2,way/676830364,Q62060898,"cemeteries,historic,monuments_and_memorials,burial_places,interesting_places,war_graves,monuments","{'lon': 29.02056312561035, 'lat': 40.99964141845703}",Kadikoy Historic Center
N5243950801,Hirka-i sherif,1093.19486716,2,node/5243950801,Q6097353,"religion,mosques,interesting_places,restaurants,foods,tourist_facilities","{'lon': 28.94321632385254, 'lat': 41.02116775512695}",Balat / Fener
Q61071689,Ayrılık Çeşmesi,1100.56016711,2,,Q61071689,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.030738830566406, 'lat': 41.000221252441406}",Kadikoy Historic Center
W310249875,Cami,1167.9555228,2,way/310249875,Q63348784,"religion,mosques,interesting_places","{'lon': 29.04642105102539, 'lat': 41.091896057128906}",Rumeli Hisari
Q2811614,Turkcell Kuruçeşme Arena,1246.16149614,2,,Q2811614,"concert_halls,cultural,theatres_and_entertainments,interesting_places","{'lon': 29.034767150878906, 'lat': 41.05634689331055}",Ortakoy
Q106090932,İbrahim Ağa Çeşmesi,1260.69790668,2,,Q106090932,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.031665802001953, 'lat': 41.00149917602539}",Kadikoy Historic Center
Q3409200,Bet Nissim Synagogue,1262.01260223,2,,Q3409200,"religion,synagogues,interesting_places","{'lon': 29.03145980834961, 'lat': 41.032928466796875}",Beylerbeyi Palace
W59600891,Istanbul Radio House,1274.97079722,2,way/59600891,Q6024559,"other,unclassified_objects,interesting_places,tourist_object","{'lon': 28.987281799316406, 'lat': 41.04454803466797}",Dolmabahce
W588282831,Church of the Holy Cross,1316.34529679,2,way/588282831,Q20471279,"religion,churches,interesting_places,other_churches","{'lon': 29.030797958374023, 'lat': 41.024818420410156}",Uskudar Waterfront
Q106175113,Osman Ağa Çeşmesi,1352.71703016,2,,Q106175113,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments","{'lon': 29.041166305541992, 'lat': 40.99553680419922}",Kadikoy Historic Center
N6548565311,Burhaniye Camii,1370.5084583,2,node/6548565311,Q60753015,"religion,other_temples,interesting_places","{'lon': 29.047670364379883, 'lat': 41.03091812133789}",Beylerbeyi Palace
N5787843345,Kaligaria Gate,1398.53106247,2,node/5787843345,Q6069178,"fortifications,historic,interesting_places,castles","{'lon': 28.93939781188965, 'lat': 41.03647232055664}",Eyup / Pierre Loti
